"id","Gender","Age","Region_Code","Vehicle_Age","Vehicle_Damage","Annual_Premium","Vintage","Response"
51873,"Male",30,"28","1-2 Year","No",26177,201,0
172705,"Male",22,"15","< 1 Year","No",30641,175,0
197956,"Male",30,"8","< 1 Year","No",31985,216,0
27788,"Male",53,"28","1-2 Year","Yes",24881,279,0
22182,"Female",21,"15","< 1 Year","No",24616,279,0
42240,"Male",40,"15","1-2 Year","Yes",35464,265,0
31497,"Female",72,"28","1-2 Year","Yes",72354,43,0
379202,"Male",43,"28","1-2 Year","Yes",26641,273,0
334101,"Male",72,"8","1-2 Year","Yes",30887,168,0
272107,"Female",22,"46","< 1 Year","No",27563,148,0
232334,"Female",25,"29","< 1 Year","No",2630,24,0
265038,"Male",48,"8","1-2 Year","Yes",34966,255,1
318657,"Female",26,"41","< 1 Year","No",26673,105,0
220790,"Male",53,"28","1-2 Year","Yes",2630,165,1
77904,"Male",26,"11","< 1 Year","No",2630,222,0
157670,"Male",36,"28","1-2 Year","Yes",32962,75,0
284432,"Male",42,"28","1-2 Year","Yes",2630,22,1
140833,"Male",32,"11","1-2 Year","Yes",2630,152,0
154850,"Male",77,"28","1-2 Year","No",31043,227,0
232254,"Female",49,"28","1-2 Year","No",38749,113,0
66980,"Female",22,"28","< 1 Year","Yes",35863,124,0
379327,"Male",25,"28","< 1 Year","No",60696,43,0
65823,"Male",26,"28","< 1 Year","No",57848,31,0
172673,"Female",27,"50","< 1 Year","No",30865,156,0
358092,"Female",45,"28","1-2 Year","Yes",41436,225,0
144332,"Female",27,"28","< 1 Year","No",66934,175,0
169657,"Female",26,"8","< 1 Year","Yes",59943,113,0
241552,"Female",23,"41","< 1 Year","No",32262,141,0
378286,"Female",39,"28","1-2 Year","Yes",25194,89,0
83792,"Female",44,"28","1-2 Year","Yes",40829,238,1
363074,"Female",56,"41","1-2 Year","No",44225,146,0
367760,"Male",58,"41","1-2 Year","Yes",2630,26,0
4162,"Male",39,"28","1-2 Year","Yes",54847,185,0
100535,"Male",25,"8","< 1 Year","Yes",35997,227,0
253957,"Female",24,"28","< 1 Year","No",24004,81,0
33689,"Female",35,"28","1-2 Year","Yes",30205,132,0
177897,"Female",27,"46","< 1 Year","No",33426,93,0
181294,"Female",23,"3","< 1 Year","No",25041,52,0
109884,"Female",46,"29","1-2 Year","No",2630,277,0
349205,"Male",56,"41","1-2 Year","Yes",32519,142,0
57624,"Female",51,"28","1-2 Year","No",25093,193,0
92332,"Male",58,"28","> 2 Years","Yes",42180,162,0
223232,"Female",75,"28","1-2 Year","Yes",47643,105,0
73502,"Female",73,"28","1-2 Year","Yes",28707,141,1
19452,"Female",37,"30","1-2 Year","No",23575,81,0
265138,"Male",27,"15","< 1 Year","No",37503,247,0
58274,"Male",43,"28","> 2 Years","Yes",36538,278,1
114150,"Male",32,"28","< 1 Year","Yes",92298,251,0
190954,"Female",23,"41","< 1 Year","No",19797,128,0
166629,"Female",40,"28","1-2 Year","Yes",39640,288,1
277076,"Male",69,"8","1-2 Year","No",28529,184,0
25120,"Female",30,"28","< 1 Year","No",29974,136,0
119970,"Female",29,"29","1-2 Year","Yes",31545,138,1
334738,"Male",63,"28","1-2 Year","Yes",27511,293,0
137155,"Female",24,"46","< 1 Year","No",21350,67,0
298841,"Female",43,"28","> 2 Years","Yes",49345,234,1
77024,"Female",25,"15","< 1 Year","No",2630,30,0
208479,"Female",67,"28","1-2 Year","No",70720,79,0
262367,"Female",46,"28","1-2 Year","Yes",27935,250,0
112228,"Female",38,"28","1-2 Year","Yes",46926,20,0
153611,"Female",24,"8","< 1 Year","No",30642,289,0
149765,"Female",24,"8","< 1 Year","No",52556,100,0
207874,"Female",45,"28","1-2 Year","Yes",30702,19,0
57905,"Male",55,"30","1-2 Year","No",22589,59,0
369671,"Male",39,"28","1-2 Year","Yes",34021,239,0
209172,"Female",21,"30","1-2 Year","Yes",32578,100,0
54609,"Male",44,"28","1-2 Year","No",50188,30,0
173684,"Female",62,"8","1-2 Year","Yes",32423,93,1
136315,"Male",23,"8","< 1 Year","No",34399,243,0
118631,"Female",40,"28","1-2 Year","No",31514,279,0
121981,"Female",23,"41","< 1 Year","Yes",35855,115,0
300490,"Female",29,"41","1-2 Year","No",2630,61,0
91741,"Female",45,"28","1-2 Year","Yes",36171,197,1
318780,"Male",29,"50","< 1 Year","No",26022,276,0
375926,"Male",62,"28","1-2 Year","Yes",27282,203,1
266262,"Female",30,"15","< 1 Year","No",40719,283,0
119025,"Male",40,"29","1-2 Year","Yes",41831,230,0
379383,"Male",32,"28","< 1 Year","No",2630,82,0
207687,"Female",25,"46","< 1 Year","Yes",24555,220,0
40891,"Female",25,"41","1-2 Year","No",2630,59,0
261991,"Male",24,"28","< 1 Year","No",54796,277,0
43912,"Male",62,"8","1-2 Year","Yes",36119,74,0
368379,"Female",27,"30","< 1 Year","Yes",34601,244,0
180022,"Female",23,"28","< 1 Year","No",38452,213,0
362680,"Female",61,"28","> 2 Years","Yes",48089,147,0
325845,"Female",27,"41","< 1 Year","No",22081,87,0
92926,"Male",37,"28","1-2 Year","Yes",32211,14,1
262269,"Male",24,"11","< 1 Year","No",29032,270,0
96420,"Female",46,"28","1-2 Year","Yes",2630,227,0
166885,"Female",53,"28","> 2 Years","Yes",60456,222,0
274753,"Male",25,"8","< 1 Year","No",35855,69,0
162454,"Female",22,"30","< 1 Year","No",34035,64,0
31984,"Female",30,"8","1-2 Year","Yes",28106,42,0
158296,"Female",24,"30","< 1 Year","No",35607,85,0
330089,"Female",21,"28","< 1 Year","No",29520,184,0
2050,"Female",30,"50","< 1 Year","No",21181,101,0
24214,"Male",43,"8","1-2 Year","No",50483,41,0
248383,"Female",24,"15","< 1 Year","No",20897,143,0
357312,"Male",49,"8","1-2 Year","Yes",66040,122,0
341583,"Male",67,"8","1-2 Year","No",43237,64,0
49235,"Male",56,"28","1-2 Year","No",49828,56,0
268524,"Male",67,"28","> 2 Years","Yes",43379,58,0
124679,"Female",22,"11","< 1 Year","Yes",29382,183,0
340698,"Male",31,"15","< 1 Year","No",2630,192,0
205391,"Female",23,"46","< 1 Year","No",18944,294,0
273474,"Male",28,"8","< 1 Year","No",61626,240,0
118248,"Female",72,"41","> 2 Years","Yes",44926,145,0
194948,"Male",31,"15","< 1 Year","No",35418,31,0
67891,"Male",47,"28","> 2 Years","Yes",40181,158,1
188304,"Female",23,"30","< 1 Year","No",17428,146,0
90579,"Female",47,"28","1-2 Year","Yes",63945,220,0
168791,"Male",29,"15","< 1 Year","No",32215,91,0
246483,"Female",42,"8","1-2 Year","Yes",22219,288,0
228272,"Female",37,"28","1-2 Year","Yes",34537,281,0
179005,"Male",37,"28","1-2 Year","Yes",37182,259,0
169430,"Female",25,"28","< 1 Year","Yes",31046,115,0
4975,"Male",41,"28","1-2 Year","No",49610,264,0
244271,"Male",61,"28","> 2 Years","Yes",50044,281,1
373275,"Female",51,"28","1-2 Year","Yes",48175,282,0
134241,"Female",42,"41","1-2 Year","No",30523,220,0
75370,"Female",22,"50","< 1 Year","Yes",64196,53,0
193500,"Female",24,"8","< 1 Year","No",33526,58,0
24,"Male",44,"28","1-2 Year","Yes",41852,60,0
142045,"Male",54,"28","> 2 Years","Yes",54850,117,0
25129,"Male",41,"29","1-2 Year","Yes",32684,63,1
368406,"Male",47,"8","1-2 Year","No",34628,126,0
279067,"Female",41,"28","1-2 Year","Yes",43217,284,0
263906,"Male",27,"50","< 1 Year","No",47092,115,0
130196,"Female",24,"28","< 1 Year","No",27789,127,0
44296,"Male",33,"11","< 1 Year","No",29904,118,0
114439,"Female",25,"11","< 1 Year","No",28803,170,0
54374,"Male",47,"46","> 2 Years","Yes",44984,60,0
296349,"Male",27,"29","< 1 Year","No",2630,231,0
98753,"Female",37,"11","1-2 Year","Yes",39903,99,1
53243,"Female",23,"8","< 1 Year","No",35593,37,0
191139,"Female",21,"28","< 1 Year","No",30504,250,0
128699,"Male",73,"28","1-2 Year","No",58564,238,0
320389,"Male",23,"50","< 1 Year","Yes",28659,247,0
130330,"Female",48,"28","< 1 Year","Yes",32474,108,1
206940,"Male",60,"28","1-2 Year","Yes",2630,148,0
150578,"Female",25,"28","1-2 Year","No",30356,230,0
1459,"Male",73,"3","1-2 Year","Yes",25094,205,0
143351,"Male",58,"28","1-2 Year","Yes",2630,268,0
70011,"Female",49,"28","1-2 Year","Yes",27925,28,0
325240,"Male",24,"8","< 1 Year","Yes",32581,55,1
101819,"Male",43,"28","> 2 Years","Yes",41018,266,0
219813,"Male",23,"11","< 1 Year","No",34817,31,0
219332,"Male",36,"8","1-2 Year","Yes",27558,241,0
27264,"Female",22,"30","< 1 Year","No",25387,49,0
344125,"Male",21,"46","< 1 Year","No",31698,40,0
348704,"Male",24,"8","< 1 Year","No",43846,190,0
254739,"Female",28,"41","< 1 Year","No",24955,192,0
24476,"Male",26,"50","< 1 Year","No",29475,19,0
249344,"Male",52,"28","1-2 Year","Yes",23734,103,0
243676,"Male",62,"8","> 2 Years","Yes",38492,149,1
284056,"Female",39,"11","1-2 Year","No",25295,197,0
215289,"Female",52,"28","1-2 Year","Yes",44853,237,1
209237,"Male",28,"28","< 1 Year","No",39852,89,0
355903,"Male",35,"28","1-2 Year","No",27210,239,0
218559,"Male",23,"3","< 1 Year","No",44986,50,0
285788,"Male",33,"8","1-2 Year","No",45713,20,0
148534,"Male",22,"8","< 1 Year","No",32908,100,0
54373,"Male",42,"28","1-2 Year","Yes",36248,78,0
368590,"Female",28,"8","< 1 Year","No",38138,227,0
131043,"Male",44,"46","1-2 Year","Yes",40201,151,0
112091,"Male",45,"28","1-2 Year","Yes",37049,187,1
239692,"Female",29,"41","< 1 Year","No",24965,251,0
257586,"Male",47,"46","1-2 Year","Yes",2630,185,0
218554,"Male",41,"46","1-2 Year","No",19559,124,0
236829,"Male",21,"3","< 1 Year","No",41625,100,0
361525,"Female",32,"28","< 1 Year","Yes",38115,183,0
308097,"Male",29,"30","< 1 Year","No",2630,24,0
197689,"Female",43,"28","1-2 Year","Yes",2630,260,0
327071,"Male",38,"28","1-2 Year","No",41960,279,0
169305,"Male",38,"28","1-2 Year","Yes",40434,260,0
33149,"Male",23,"3","< 1 Year","No",24883,208,0
175900,"Female",45,"15","1-2 Year","Yes",2630,153,0
35141,"Male",45,"28","1-2 Year","Yes",32806,214,0
189209,"Female",39,"46","1-2 Year","No",28688,266,0
314242,"Female",45,"28","1-2 Year","No",69894,177,0
260756,"Female",27,"41","< 1 Year","Yes",28611,280,0
378826,"Female",21,"46","< 1 Year","Yes",43797,112,0
179324,"Female",31,"28","1-2 Year","No",60745,235,0
302487,"Female",50,"28","> 2 Years","Yes",2630,26,0
338696,"Female",20,"41","< 1 Year","Yes",24416,108,0
329694,"Female",23,"8","< 1 Year","Yes",33060,298,0
63153,"Female",31,"28","< 1 Year","No",29040,35,0
63237,"Female",27,"28","< 1 Year","Yes",2630,89,0
356243,"Male",39,"3","1-2 Year","No",26251,38,0
223953,"Male",46,"41","1-2 Year","No",44211,101,0
58022,"Male",76,"28","1-2 Year","No",45596,208,0
261271,"Female",28,"29","< 1 Year","No",22574,149,0
323140,"Male",53,"28","1-2 Year","No",52321,285,0
266615,"Female",24,"8","< 1 Year","No",52269,198,0
72709,"Male",48,"28","1-2 Year","Yes",31420,229,0
124601,"Male",21,"46","< 1 Year","Yes",38503,238,0
196829,"Female",28,"46","< 1 Year","No",35844,161,0
302516,"Female",25,"41","< 1 Year","No",28277,292,0
242287,"Female",21,"28","1-2 Year","Yes",2630,230,0
315790,"Male",46,"8","1-2 Year","No",2630,275,0
201101,"Male",26,"3","< 1 Year","Yes",24352,279,0
287876,"Female",51,"28","1-2 Year","Yes",46902,63,0
152002,"Male",35,"8","1-2 Year","No",35786,207,0
107748,"Female",63,"28","1-2 Year","No",47298,138,0
41428,"Male",49,"41","1-2 Year","Yes",33908,124,0
123403,"Female",42,"28","1-2 Year","Yes",2630,295,1
127206,"Female",28,"28","< 1 Year","No",52875,140,0
311197,"Female",27,"8","< 1 Year","Yes",25395,235,0
187832,"Female",76,"28","1-2 Year","Yes",24192,282,0
126008,"Male",42,"8","1-2 Year","Yes",2630,270,0
124384,"Female",21,"28","< 1 Year","Yes",93664,235,0
128182,"Male",49,"3","1-2 Year","No",36545,148,0
213733,"Female",41,"28","1-2 Year","No",27910,136,0
204301,"Male",59,"46","1-2 Year","Yes",30100,295,0
298438,"Female",27,"41","< 1 Year","Yes",27666,87,1
205283,"Female",36,"28","1-2 Year","No",31658,63,0
277695,"Male",61,"28","1-2 Year","No",34945,294,0
348089,"Male",44,"28","1-2 Year","Yes",34581,40,1
89281,"Female",24,"11","< 1 Year","No",29300,113,0
87161,"Male",45,"28","1-2 Year","Yes",39167,220,0
1640,"Male",55,"29","1-2 Year","Yes",47438,297,0
290905,"Male",51,"28","> 2 Years","Yes",59815,66,0
268853,"Female",24,"46","< 1 Year","No",31022,287,0
378928,"Male",40,"28","1-2 Year","No",46659,282,0
145674,"Female",28,"28","< 1 Year","No",38665,95,0
149151,"Male",73,"28","1-2 Year","Yes",57237,65,1
222746,"Male",42,"28","1-2 Year","Yes",32317,40,0
206117,"Male",23,"3","< 1 Year","No",46459,297,0
50209,"Male",28,"28","< 1 Year","No",29638,44,0
44587,"Female",45,"28","1-2 Year","No",30608,238,0
293433,"Male",63,"28","1-2 Year","Yes",37458,86,0
135309,"Female",77,"46","1-2 Year","Yes",32249,255,0
364798,"Male",59,"28","1-2 Year","Yes",46910,255,0
203657,"Male",68,"28","1-2 Year","No",25602,289,0
273904,"Male",24,"50","< 1 Year","No",33106,132,0
369443,"Male",25,"30","< 1 Year","No",32713,202,0
60066,"Female",44,"28","1-2 Year","No",45254,149,0
6393,"Female",22,"30","< 1 Year","No",32940,87,0
185649,"Male",23,"8","< 1 Year","No",42091,256,0
9931,"Male",25,"28","1-2 Year","No",33203,220,0
48119,"Female",20,"28","< 1 Year","No",20512,241,0
158379,"Female",29,"28","1-2 Year","Yes",2630,109,0
270638,"Female",27,"15","< 1 Year","No",24688,28,0
273867,"Male",25,"50","< 1 Year","No",33486,21,0
58227,"Female",27,"28","< 1 Year","No",48799,83,0
133440,"Male",47,"28","1-2 Year","No",41515,254,0
188644,"Male",21,"28","< 1 Year","No",2630,247,0
46128,"Male",50,"29","1-2 Year","No",2630,239,0
352837,"Male",33,"28","1-2 Year","Yes",38713,49,0
7062,"Male",24,"41","< 1 Year","No",24431,228,0
45245,"Female",29,"46","< 1 Year","No",42598,42,0
216456,"Female",24,"28","< 1 Year","Yes",43596,186,0
250192,"Female",22,"29","< 1 Year","No",22474,43,0
63625,"Male",30,"46","< 1 Year","Yes",43436,62,0
258217,"Male",36,"28","1-2 Year","Yes",30463,151,0
320299,"Female",23,"3","< 1 Year","No",17348,67,0
41401,"Male",41,"8","1-2 Year","No",51384,26,0
230076,"Male",63,"28","1-2 Year","No",62818,269,0
365286,"Male",42,"29","1-2 Year","Yes",31855,298,1
196233,"Male",21,"50","< 1 Year","Yes",43791,100,0
94641,"Female",48,"41","1-2 Year","No",35916,33,0
345782,"Male",62,"29","1-2 Year","Yes",2630,212,0
295444,"Male",54,"29","1-2 Year","Yes",31659,182,1
108285,"Male",33,"46","1-2 Year","Yes",30008,215,0
235237,"Female",25,"28","1-2 Year","No",85797,256,0
125281,"Male",43,"8","1-2 Year","Yes",2630,211,0
78941,"Female",38,"28","> 2 Years","Yes",39582,209,1
17521,"Male",24,"15","< 1 Year","No",39415,111,0
368498,"Male",23,"28","< 1 Year","No",61487,55,0
348788,"Female",24,"15","< 1 Year","Yes",41223,254,1
215935,"Male",21,"28","< 1 Year","No",38847,47,0
370643,"Male",44,"41","1-2 Year","Yes",2630,124,0
342718,"Female",50,"28","1-2 Year","Yes",33480,186,0
366966,"Male",49,"28","1-2 Year","No",40804,74,0
275562,"Female",54,"3","1-2 Year","Yes",28676,294,0
161603,"Female",22,"29","< 1 Year","No",2630,260,0
151235,"Male",46,"28","1-2 Year","Yes",49039,173,0
35645,"Female",43,"28","1-2 Year","Yes",29466,78,1
110654,"Female",25,"41","< 1 Year","Yes",30018,160,0
23615,"Male",43,"28","1-2 Year","Yes",24868,19,1
77645,"Male",41,"50","1-2 Year","Yes",28673,131,0
194062,"Male",25,"11","< 1 Year","No",18087,156,0
289075,"Female",30,"41","< 1 Year","No",25065,267,0
125123,"Female",24,"3","< 1 Year","No",46535,107,0
101629,"Male",25,"11","< 1 Year","No",21822,108,0
122113,"Female",26,"8","< 1 Year","No",27438,170,0
232815,"Male",63,"28","1-2 Year","No",35828,216,0
325413,"Female",28,"28","< 1 Year","Yes",44179,143,1
253993,"Female",64,"28","1-2 Year","No",36397,32,0
251986,"Male",46,"8","1-2 Year","Yes",42447,79,1
42818,"Female",39,"28","1-2 Year","Yes",44464,54,0
105512,"Female",40,"28","1-2 Year","Yes",42341,167,0
100325,"Female",21,"8","< 1 Year","No",37441,40,0
214086,"Male",28,"28","< 1 Year","No",34611,279,0
330642,"Female",43,"28","1-2 Year","Yes",2630,224,0
285229,"Female",50,"8","> 2 Years","Yes",54656,48,0
106567,"Male",25,"41","< 1 Year","No",25836,28,0
143563,"Male",60,"28","1-2 Year","Yes",28332,47,0
55528,"Male",28,"15","< 1 Year","No",39305,298,0
47221,"Female",44,"8","1-2 Year","Yes",47183,121,0
188078,"Female",26,"41","< 1 Year","No",27513,159,0
379319,"Female",77,"28","1-2 Year","Yes",20994,235,0
167624,"Male",56,"28","1-2 Year","No",31228,130,0
44936,"Male",62,"30","1-2 Year","No",2630,123,0
99851,"Male",61,"8","1-2 Year","No",51109,34,0
247279,"Female",43,"28","1-2 Year","Yes",31930,28,0
266305,"Female",31,"28","1-2 Year","Yes",50931,218,0
258866,"Female",30,"3","1-2 Year","No",19406,88,0
30473,"Male",33,"28","1-2 Year","No",38153,107,0
296508,"Female",25,"3","< 1 Year","Yes",31892,75,0
244208,"Female",71,"28","> 2 Years","Yes",64974,113,0
314563,"Male",38,"15","1-2 Year","No",34907,85,0
295101,"Male",24,"41","< 1 Year","Yes",26913,38,1
32312,"Female",25,"8","< 1 Year","Yes",38596,282,0
12024,"Male",49,"28","1-2 Year","Yes",40006,56,1
327426,"Female",35,"28","1-2 Year","Yes",33476,71,1
135036,"Male",26,"41","< 1 Year","No",36730,281,0
180307,"Female",27,"28","< 1 Year","No",27487,224,0
321367,"Female",22,"8","< 1 Year","No",59940,253,0
210584,"Female",72,"28","1-2 Year","Yes",45278,184,0
32390,"Male",57,"28","> 2 Years","Yes",91713,256,0
35563,"Female",39,"41","1-2 Year","Yes",2630,38,0
49859,"Male",55,"28","1-2 Year","Yes",57239,116,0
329090,"Female",51,"28","1-2 Year","Yes",37644,60,0
138770,"Male",25,"8","< 1 Year","No",36343,18,0
240326,"Male",55,"28","1-2 Year","Yes",50569,283,0
228020,"Male",24,"41","< 1 Year","No",25283,92,0
146444,"Female",53,"28","1-2 Year","No",41918,94,0
262037,"Male",21,"8","< 1 Year","No",35994,137,0
304511,"Male",26,"28","< 1 Year","No",45982,206,0
238709,"Male",43,"29","1-2 Year","Yes",2630,213,0
190872,"Female",20,"15","< 1 Year","No",34273,51,0
64273,"Male",23,"41","< 1 Year","No",38323,133,0
97133,"Male",40,"28","1-2 Year","Yes",61726,61,1
113385,"Female",24,"29","< 1 Year","No",31837,197,0
120635,"Female",21,"30","< 1 Year","No",29986,104,0
339303,"Female",22,"15","< 1 Year","No",40878,251,0
279400,"Female",25,"30","< 1 Year","No",23590,192,0
77905,"Male",74,"8","1-2 Year","No",36905,53,0
220431,"Female",22,"28","< 1 Year","Yes",43125,114,0
250237,"Male",52,"41","1-2 Year","Yes",2630,155,0
33135,"Male",51,"28","1-2 Year","Yes",69685,276,1
87248,"Male",37,"8","1-2 Year","No",22047,203,0
111750,"Male",24,"28","< 1 Year","No",31527,172,0
34921,"Male",46,"28","1-2 Year","Yes",27374,234,0
246527,"Male",61,"28","1-2 Year","Yes",2630,232,0
342597,"Male",72,"30","1-2 Year","No",21935,122,0
327095,"Male",24,"29","< 1 Year","No",29605,164,0
369883,"Male",24,"28","< 1 Year","No",35141,114,0
178664,"Female",27,"46","< 1 Year","Yes",2630,217,0
82365,"Female",49,"28","1-2 Year","Yes",30740,221,0
286726,"Female",64,"28","1-2 Year","Yes",62595,232,0
333328,"Male",73,"8","1-2 Year","Yes",45448,72,0
224190,"Female",25,"11","< 1 Year","No",42226,184,0
338586,"Male",22,"8","1-2 Year","Yes",51941,161,0
52145,"Male",22,"30","< 1 Year","No",39744,265,0
355305,"Male",27,"46","1-2 Year","Yes",2630,89,0
319206,"Male",59,"50","1-2 Year","No",21990,208,0
84337,"Male",65,"28","> 2 Years","Yes",43685,250,1
200126,"Female",23,"8","< 1 Year","No",41809,23,0
127691,"Male",54,"29","1-2 Year","Yes",2630,191,0
189688,"Female",26,"41","< 1 Year","No",18262,54,0
216947,"Male",44,"28","1-2 Year","No",30290,131,0
14615,"Male",45,"28","1-2 Year","Yes",52937,277,0
18154,"Female",45,"28","1-2 Year","Yes",48438,44,0
252647,"Male",47,"3","1-2 Year","Yes",2630,132,0
173640,"Male",39,"11","1-2 Year","No",38405,268,0
286315,"Male",40,"8","1-2 Year","No",31815,185,0
377296,"Female",67,"46","1-2 Year","Yes",23816,78,0
204624,"Male",21,"8","< 1 Year","No",46124,251,0
91359,"Male",48,"8","1-2 Year","Yes",28088,285,0
59514,"Female",38,"28","1-2 Year","Yes",2630,263,0
352201,"Female",23,"15","< 1 Year","No",32475,61,0
319092,"Female",43,"46","1-2 Year","Yes",30566,148,1
159050,"Male",38,"28","1-2 Year","Yes",33960,87,0
98676,"Female",25,"8","< 1 Year","No",33748,80,0
55925,"Male",80,"28","> 2 Years","Yes",43314,267,1
152602,"Male",45,"30","1-2 Year","No",2630,157,0
230281,"Male",70,"28","1-2 Year","Yes",33491,239,0
226342,"Female",31,"28","< 1 Year","Yes",28585,204,1
195288,"Male",29,"29","< 1 Year","No",29158,161,0
120704,"Male",28,"28","1-2 Year","No",54065,266,0
334635,"Female",57,"28","1-2 Year","No",41017,96,0
241991,"Female",40,"28","1-2 Year","Yes",40427,254,0
123870,"Female",37,"28","1-2 Year","Yes",42935,277,0
4326,"Male",51,"28","1-2 Year","Yes",38954,119,0
142238,"Male",25,"3","< 1 Year","No",25639,47,0
50750,"Female",62,"28","> 2 Years","Yes",89022,236,0
110048,"Female",23,"50","< 1 Year","No",2630,117,0
54149,"Male",60,"28","1-2 Year","Yes",45983,153,0
121527,"Male",33,"28","1-2 Year","Yes",2630,120,0
85307,"Male",21,"8","< 1 Year","No",34991,226,0
291753,"Female",28,"28","1-2 Year","Yes",2630,286,0
265354,"Female",38,"28","1-2 Year","Yes",26784,207,1
322107,"Male",23,"41","< 1 Year","No",2630,284,0
130545,"Male",30,"28","< 1 Year","Yes",24407,75,0
37710,"Male",46,"8","1-2 Year","Yes",31712,27,0
178433,"Male",27,"28","< 1 Year","No",39084,106,0
308006,"Female",23,"46","< 1 Year","No",27598,268,0
344872,"Male",25,"15","< 1 Year","No",27801,84,0
80645,"Male",24,"8","< 1 Year","No",52553,28,0
266450,"Female",50,"28","1-2 Year","Yes",34785,199,1
178123,"Female",23,"28","< 1 Year","No",38131,252,0
264646,"Female",79,"3","1-2 Year","No",41590,194,0
174767,"Female",22,"28","< 1 Year","No",37057,220,0
328579,"Male",41,"29","1-2 Year","Yes",33961,181,1
123698,"Female",22,"15","< 1 Year","No",20155,128,0
17623,"Female",50,"8","1-2 Year","No",54037,16,0
185597,"Male",22,"29","< 1 Year","No",24258,28,0
287906,"Male",49,"28","1-2 Year","Yes",71126,184,1
260366,"Female",23,"28","< 1 Year","No",58439,126,0
87284,"Female",23,"8","< 1 Year","No",48483,222,0
181126,"Male",39,"28","1-2 Year","Yes",28645,248,1
310790,"Male",77,"28","1-2 Year","No",62491,176,0
335780,"Male",42,"3","1-2 Year","No",32319,16,0
297898,"Male",61,"3","1-2 Year","Yes",30412,20,1
336191,"Male",40,"11","1-2 Year","Yes",2630,290,1
147932,"Female",50,"29","1-2 Year","Yes",26230,209,0
263998,"Male",23,"28","< 1 Year","No",48352,61,0
205656,"Male",68,"28","1-2 Year","Yes",53881,279,0
75448,"Male",44,"28","> 2 Years","Yes",26337,16,0
94699,"Female",40,"15","1-2 Year","Yes",2630,20,1
216939,"Male",47,"28","1-2 Year","No",2630,60,0
297118,"Male",27,"41","< 1 Year","No",29673,103,0
198435,"Male",39,"28","1-2 Year","Yes",29161,234,0
180241,"Male",45,"29","1-2 Year","No",39870,46,0
308959,"Male",22,"8","< 1 Year","Yes",37251,106,0
331684,"Female",44,"28","1-2 Year","Yes",38672,114,0
170458,"Female",21,"15","< 1 Year","Yes",22936,64,0
191124,"Male",28,"11","< 1 Year","No",30902,265,0
152582,"Female",22,"3","< 1 Year","Yes",2630,217,0
359162,"Male",47,"28","1-2 Year","No",33672,209,0
65631,"Female",29,"46","< 1 Year","No",27099,55,0
228151,"Female",31,"30","< 1 Year","Yes",30746,137,1
374214,"Male",42,"8","1-2 Year","No",43653,104,0
1357,"Male",48,"3","1-2 Year","Yes",37412,180,1
206907,"Male",22,"8","< 1 Year","No",44353,292,0
66847,"Male",40,"28","1-2 Year","No",25354,42,0
191464,"Female",31,"30","< 1 Year","No",31689,180,0
41405,"Female",26,"41","< 1 Year","No",28963,172,0
132665,"Female",22,"3","< 1 Year","No",25989,13,0
162808,"Female",28,"11","< 1 Year","No",18188,126,0
63634,"Female",30,"28","< 1 Year","No",36205,207,0
42493,"Female",48,"28","1-2 Year","Yes",62477,48,1
110522,"Male",42,"28","1-2 Year","No",41943,250,0
274395,"Male",49,"28","1-2 Year","Yes",35162,48,0
205245,"Female",55,"28","1-2 Year","Yes",68286,69,1
151726,"Male",44,"28","1-2 Year","Yes",37127,168,0
189619,"Male",38,"28","1-2 Year","Yes",70720,235,1
10680,"Male",59,"8","1-2 Year","Yes",45926,129,1
46996,"Female",23,"29","< 1 Year","No",2630,246,0
141973,"Male",26,"28","> 2 Years","Yes",2630,201,0
192203,"Female",20,"28","1-2 Year","Yes",45735,97,0
22942,"Female",24,"8","< 1 Year","No",86885,12,0
30818,"Female",26,"15","< 1 Year","Yes",29215,292,0
183783,"Male",64,"41","1-2 Year","Yes",32469,29,0
167253,"Female",26,"50","1-2 Year","Yes",47578,273,0
185289,"Female",61,"28","1-2 Year","Yes",38419,100,0
39482,"Female",64,"28","1-2 Year","Yes",32652,208,1
27771,"Male",51,"46","> 2 Years","Yes",51005,195,0
274374,"Male",43,"28","1-2 Year","No",44834,173,0
300625,"Male",49,"28","1-2 Year","Yes",29147,243,0
290978,"Male",22,"11","< 1 Year","No",2630,189,0
314423,"Female",23,"41","< 1 Year","No",24585,153,0
208067,"Male",47,"15","1-2 Year","Yes",20369,152,0
177904,"Female",22,"30","< 1 Year","Yes",31399,17,0
254724,"Male",44,"41","1-2 Year","Yes",33432,204,0
54547,"Male",50,"8","1-2 Year","No",38795,195,0
168790,"Male",38,"8","1-2 Year","No",31110,236,0
179420,"Male",52,"28","1-2 Year","Yes",57046,209,0
5505,"Male",21,"46","< 1 Year","Yes",30469,287,0
366941,"Male",45,"28","1-2 Year","No",28951,278,0
45114,"Female",43,"28","1-2 Year","Yes",38582,242,0
20778,"Male",36,"28","1-2 Year","No",2630,213,0
310842,"Female",61,"28","1-2 Year","No",25955,168,0
97471,"Male",53,"8","1-2 Year","No",2630,162,0
993,"Female",25,"3","< 1 Year","No",22102,163,0
105873,"Female",78,"28","> 2 Years","Yes",51999,53,0
244342,"Female",22,"30","< 1 Year","No",28894,284,0
318414,"Female",28,"8","< 1 Year","No",42788,247,0
4783,"Male",30,"28","< 1 Year","Yes",27316,192,0
